@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute 'PiggyBank X' numeric
@attribute 'PiggyBank Y' numeric
@attribute 'PiggyBank Z' numeric
@attribute 'Camera Position X' numeric
@attribute 'Camera Position Y' numeric
@attribute 'Camera Position Z' numeric
@attribute 'Camera Rotation X' numeric
@attribute 'Camera Rotation Y' numeric
@attribute 'Camera Rotation Z' numeric
@attribute 'Don\'t Touch X' numeric
@attribute 'Water Volume Rise' numeric
@attribute 'Don\'t Touch Z' numeric

@data
16045,'2024/04/22 15:05:27:738',56,0.998847,-0.033773,-0.040272,-0.002785,-0.478707,0.11276,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16046,'2024/04/22 15:05:27:738',56,0.998847,-0.0357,-0.040272,-0.002785,-0.478707,0.11276,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16047,'2024/04/22 15:05:27:738',56,0.998551,-0.0357,-0.040272,-0.002785,-0.478707,0.11276,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16048,'2024/04/22 15:05:27:738',56,0.998551,-0.0357,-0.040272,-0.002785,-0.478707,0.127363,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16049,'2024/04/22 15:05:27:738',56,0.998551,-0.0357,-0.040272,-0.002785,-0.331227,0.127363,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16050,'2024/04/22 15:05:27:738',56,0.998551,-0.0357,-0.040272,0.002886,-0.331227,0.127363,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16051,'2024/04/22 15:05:27:754',56,0.998551,-0.0357,-0.044232,0.002886,-0.331227,0.127363,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16052,'2024/04/22 15:05:27:754',56,0.998551,-0.037147,-0.044232,0.002886,-0.331227,0.127363,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16053,'2024/04/22 15:05:27:754',56,0.99833,-0.037147,-0.044232,0.002886,-0.331227,0.127363,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16054,'2024/04/22 15:05:27:754',56,0.99833,-0.037147,-0.044232,0.002886,-0.331227,0.061374,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16055,'2024/04/22 15:05:27:754',56,0.99833,-0.037147,-0.044232,0.002886,-0.191748,0.061374,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16056,'2024/04/22 15:05:27:754',56,0.99833,-0.037147,-0.044232,-0.011042,-0.191748,0.061374,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16057,'2024/04/22 15:05:27:770',56,0.99833,-0.037147,-0.045698,-0.011042,-0.191748,0.061374,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16058,'2024/04/22 15:05:27:770',56,0.99833,-0.037733,-0.045698,-0.011042,-0.191748,0.061374,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16059,'2024/04/22 15:05:27:770',56,0.998242,-0.037733,-0.045698,-0.011042,-0.191748,0.061374,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16060,'2024/04/22 15:05:27:770',56,0.998242,-0.037733,-0.045698,-0.011042,-0.191748,0.024849,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16061,'2024/04/22 15:05:27:770',56,0.998242,-0.037733,-0.045698,-0.011042,-0.011454,0.024849,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16062,'2024/04/22 15:05:27:770',56,0.998242,-0.037733,-0.045698,-0.015879,-0.011454,0.024849,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16063,'2024/04/22 15:05:27:787',56,0.998242,-0.037733,-0.045264,-0.015879,-0.011454,0.024849,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16064,'2024/04/22 15:05:27:787',56,0.998242,-0.038018,-0.045264,-0.015879,-0.011454,0.024849,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16065,'2024/04/22 15:05:27:787',56,0.998251,-0.038018,-0.045264,-0.015879,-0.011454,0.024849,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16066,'2024/04/22 15:05:27:787',56,0.998251,-0.038018,-0.045264,-0.015879,-0.011454,0.01828,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16067,'2024/04/22 15:05:27:787',56,0.998251,-0.038018,-0.045264,-0.015879,0.057292,0.01828,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16068,'2024/04/22 15:05:27:787',56,0.998251,-0.038018,-0.045264,-0.021524,0.057292,0.01828,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16069,'2024/04/22 15:05:27:809',56,0.998251,-0.038018,-0.04427,-0.021524,0.057292,0.01828,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16070,'2024/04/22 15:05:27:809',56,0.998251,-0.038307,-0.04427,-0.021524,0.057292,0.01828,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16071,'2024/04/22 15:05:27:809',56,0.998285,-0.038307,-0.04427,-0.021524,0.057292,0.01828,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16072,'2024/04/22 15:05:27:809',56,0.998285,-0.038307,-0.04427,-0.021524,0.057292,0.026897,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16073,'2024/04/22 15:05:27:809',56,0.998285,-0.038307,-0.04427,-0.021524,0.071952,0.026897,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16074,'2024/04/22 15:05:27:809',56,0.998285,-0.038307,-0.04427,0.004776,0.071952,0.026897,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16075,'2024/04/22 15:05:27:820',56,0.998285,-0.038307,-0.043148,0.004776,0.071952,0.026897,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16076,'2024/04/22 15:05:27:820',56,0.998285,-0.038831,-0.043148,0.004776,0.071952,0.026897,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16077,'2024/04/22 15:05:27:820',56,0.998314,-0.038831,-0.043148,0.004776,0.071952,0.026897,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16078,'2024/04/22 15:05:27:820',56,0.998314,-0.038831,-0.043148,0.004776,0.071952,0.043425,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16079,'2024/04/22 15:05:27:820',56,0.998314,-0.038831,-0.043148,0.004776,0.073003,0.043425,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16080,'2024/04/22 15:05:27:820',56,0.998314,-0.038831,-0.043148,0.033747,0.073003,0.043425,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16081,'2024/04/22 15:05:27:837',56,0.998314,-0.038831,-0.042042,0.033747,0.073003,0.043425,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16082,'2024/04/22 15:05:27:837',56,0.998314,-0.039589,-0.042042,0.033747,0.073003,0.043425,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16083,'2024/04/22 15:05:27:837',56,0.998331,-0.039589,-0.042042,0.033747,0.073003,0.043425,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16084,'2024/04/22 15:05:27:837',56,0.998331,-0.039589,-0.042042,0.033747,0.073003,0.052652,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16085,'2024/04/22 15:05:27:837',56,0.998331,-0.039589,-0.042042,0.033747,0.069536,0.052652,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16086,'2024/04/22 15:05:27:837',56,0.998331,-0.039589,-0.042042,0.035629,0.069536,0.052652,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16087,'2024/04/22 15:05:27:855',56,0.998331,-0.039589,-0.040071,0.035629,0.069536,0.052652,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16088,'2024/04/22 15:05:27:855',56,0.998331,-0.041044,-0.040071,0.035629,0.069536,0.052652,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16089,'2024/04/22 15:05:27:855',56,0.998354,-0.041044,-0.040071,0.035629,0.069536,0.052652,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16090,'2024/04/22 15:05:27:856',56,0.998354,-0.041044,-0.040071,0.035629,0.069536,0.038831,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16091,'2024/04/22 15:05:27:856',56,0.998354,-0.041044,-0.040071,0.035629,0.081477,0.038831,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16092,'2024/04/22 15:05:27:856',56,0.998354,-0.041044,-0.040071,0.03845,0.081477,0.038831,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16093,'2024/04/22 15:05:27:870',56,0.998354,-0.041044,-0.038455,0.03845,0.081477,0.038831,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16094,'2024/04/22 15:05:27:870',56,0.998354,-0.041614,-0.038455,0.03845,0.081477,0.038831,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16095,'2024/04/22 15:05:27:870',56,0.998394,-0.041614,-0.038455,0.03845,0.081477,0.038831,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16096,'2024/04/22 15:05:27:870',56,0.998394,-0.041614,-0.038455,0.03845,0.081477,0.034854,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16097,'2024/04/22 15:05:27:870',56,0.998394,-0.041614,-0.038455,0.03845,0.138383,0.034854,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16098,'2024/04/22 15:05:27:870',56,0.998394,-0.041614,-0.038455,0.052978,0.138383,0.034854,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16099,'2024/04/22 15:05:27:888',56,0.998394,-0.041614,-0.035574,0.052978,0.138383,0.034854,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16100,'2024/04/22 15:05:27:888',56,0.998394,-0.042311,-0.035574,0.052978,0.138383,0.034854,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16101,'2024/04/22 15:05:27:888',56,0.998471,-0.042311,-0.035574,0.052978,0.138383,0.034854,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16102,'2024/04/22 15:05:27:888',56,0.998471,-0.042311,-0.035574,0.052978,0.138383,0.052906,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16103,'2024/04/22 15:05:27:888',56,0.998471,-0.042311,-0.035574,0.052978,0.245314,0.052906,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16104,'2024/04/22 15:05:27:888',56,0.998471,-0.042311,-0.035574,0.081673,0.245314,0.052906,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16105,'2024/04/22 15:05:27:903',56,0.998471,-0.042311,-0.030916,0.081673,0.245314,0.052906,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16106,'2024/04/22 15:05:27:904',56,0.998471,-0.043172,-0.030916,0.081673,0.245314,0.052906,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16107,'2024/04/22 15:05:27:904',56,0.998589,-0.043172,-0.030916,0.081673,0.245314,0.052906,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16108,'2024/04/22 15:05:27:904',56,0.998589,-0.043172,-0.030916,0.081673,0.245314,0.045587,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16109,'2024/04/22 15:05:27:904',56,0.998589,-0.043172,-0.030916,0.081673,0.366068,0.045587,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16110,'2024/04/22 15:05:27:904',56,0.998589,-0.043172,-0.030916,0.101165,0.366068,0.045587,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16111,'2024/04/22 15:05:27:920',56,0.998589,-0.043172,-0.024604,0.101165,0.366068,0.045587,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16112,'2024/04/22 15:05:27:920',56,0.998589,-0.043422,-0.024604,0.101165,0.366068,0.045587,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16113,'2024/04/22 15:05:27:920',56,0.998754,-0.043422,-0.024604,0.101165,0.366068,0.045587,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16114,'2024/04/22 15:05:27:920',56,0.998754,-0.043422,-0.024604,0.101165,0.366068,-0.025665,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16115,'2024/04/22 15:05:27:920',56,0.998754,-0.043422,-0.024604,0.101165,0.471935,-0.025665,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16116,'2024/04/22 15:05:27:920',56,0.998754,-0.043422,-0.024604,0.090388,0.471935,-0.025665,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16117,'2024/04/22 15:05:27:937',56,0.998754,-0.043422,-0.016817,0.090388,0.471935,-0.025665,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16118,'2024/04/22 15:05:27:937',56,0.998754,-0.042313,-0.016817,0.090388,0.471935,-0.025665,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16119,'2024/04/22 15:05:27:937',56,0.998963,-0.042313,-0.016817,0.090388,0.471935,-0.025665,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16120,'2024/04/22 15:05:27:937',56,0.998963,-0.042313,-0.016817,0.090388,0.471935,-0.123708,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16121,'2024/04/22 15:05:27:937',56,0.998963,-0.042313,-0.016817,0.090388,0.551028,-0.123708,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16122,'2024/04/22 15:05:27:937',56,0.998963,-0.042313,-0.016817,0.05663,0.551028,-0.123708,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16123,'2024/04/22 15:05:27:954',56,0.998963,-0.042313,-0.008447,0.05663,0.551028,-0.123708,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16124,'2024/04/22 15:05:27:954',56,0.998963,-0.039822,-0.008447,0.05663,0.551028,-0.123708,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16125,'2024/04/22 15:05:27:954',56,0.999171,-0.039822,-0.008447,0.05663,0.551028,-0.123708,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16126,'2024/04/22 15:05:27:954',56,0.999171,-0.039822,-0.008447,0.05663,0.551028,-0.197907,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16127,'2024/04/22 15:05:27:954',56,0.999171,-0.039822,-0.008447,0.05663,0.550679,-0.197907,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16128,'2024/04/22 15:05:27:954',56,0.999171,-0.039822,-0.008447,0.040538,0.550679,-0.197907,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16129,'2024/04/22 15:05:27:970',56,0.999171,-0.039822,-0.000594,0.040538,0.550679,-0.197907,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16130,'2024/04/22 15:05:27:970',56,0.999171,-0.036945,-0.000594,0.040538,0.550679,-0.197907,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16131,'2024/04/22 15:05:27:970',56,0.999317,-0.036945,-0.000594,0.040538,0.550679,-0.197907,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16132,'2024/04/22 15:05:27:970',56,0.999317,-0.036945,-0.000594,0.040538,0.550679,-0.174675,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16133,'2024/04/22 15:05:27:970',56,0.999317,-0.036945,-0.000594,0.040538,0.484842,-0.174675,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16134,'2024/04/22 15:05:27:970',56,0.999317,-0.036945,-0.000594,0.071139,0.484842,-0.174675,29,0,0,30,0,0,0,0,0,-81.109923,-53.790419,5.1
16135,'2024/04/22 15:05:37:670',57,-0.997314,-0.030101,-0.066279,-0.042668,-0.047405,-0.066746,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16136,'2024/04/22 15:05:37:671',57,-0.997314,-0.031034,-0.066279,-0.042668,-0.047405,-0.066746,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16137,'2024/04/22 15:05:37:671',57,-0.997318,-0.031034,-0.066279,-0.042668,-0.047405,-0.066746,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16138,'2024/04/22 15:05:37:671',57,-0.997318,-0.031034,-0.066279,-0.042668,-0.047405,-0.057783,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16139,'2024/04/22 15:05:37:671',57,-0.997318,-0.031034,-0.066279,-0.042668,-0.018695,-0.057783,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16140,'2024/04/22 15:05:37:671',57,-0.997318,-0.031034,-0.066279,-0.044641,-0.018695,-0.057783,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16141,'2024/04/22 15:05:37:686',57,-0.997318,-0.031034,-0.066185,-0.044641,-0.018695,-0.057783,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16142,'2024/04/22 15:05:37:687',57,-0.997318,-0.031521,-0.066185,-0.044641,-0.018695,-0.057783,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16143,'2024/04/22 15:05:37:687',57,-0.99731,-0.031521,-0.066185,-0.044641,-0.018695,-0.057783,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16144,'2024/04/22 15:05:37:687',57,-0.99731,-0.031521,-0.066185,-0.044641,-0.018695,-0.016591,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16145,'2024/04/22 15:05:37:687',57,-0.99731,-0.031521,-0.066185,-0.044641,-0.001679,-0.016591,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16146,'2024/04/22 15:05:37:687',57,-0.99731,-0.031521,-0.066185,-0.03594,-0.001679,-0.016591,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16147,'2024/04/22 15:05:37:704',57,-0.99731,-0.031521,-0.066306,-0.03594,-0.001679,-0.016591,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16148,'2024/04/22 15:05:37:704',57,-0.99731,-0.031637,-0.066306,-0.03594,-0.001679,-0.016591,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16149,'2024/04/22 15:05:37:704',57,-0.997298,-0.031637,-0.066306,-0.03594,-0.001679,-0.016591,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16150,'2024/04/22 15:05:37:704',57,-0.997298,-0.031637,-0.066306,-0.03594,-0.001679,-0.011144,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16151,'2024/04/22 15:05:37:704',57,-0.997298,-0.031637,-0.066306,-0.03594,0.01575,-0.011144,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16152,'2024/04/22 15:05:37:704',57,-0.997298,-0.031637,-0.066306,-0.036406,0.01575,-0.011144,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16153,'2024/04/22 15:05:37:721',57,-0.997298,-0.031637,-0.066672,-0.036406,0.01575,-0.011144,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16154,'2024/04/22 15:05:37:721',57,-0.997298,-0.031904,-0.066672,-0.036406,0.01575,-0.011144,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16155,'2024/04/22 15:05:37:721',57,-0.997265,-0.031904,-0.066672,-0.036406,0.01575,-0.011144,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16156,'2024/04/22 15:05:37:721',57,-0.997265,-0.031904,-0.066672,-0.036406,0.01575,-0.037052,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16157,'2024/04/22 15:05:37:721',57,-0.997265,-0.031904,-0.066672,-0.036406,0.022914,-0.037052,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16158,'2024/04/22 15:05:37:721',57,-0.997265,-0.031904,-0.066672,-0.044226,0.022914,-0.037052,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16159,'2024/04/22 15:05:37:741',57,-0.997265,-0.031904,-0.066986,-0.044226,0.022914,-0.037052,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16160,'2024/04/22 15:05:37:741',57,-0.997265,-0.032561,-0.066986,-0.044226,0.022914,-0.037052,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16161,'2024/04/22 15:05:37:741',57,-0.997223,-0.032561,-0.066986,-0.044226,0.022914,-0.037052,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16162,'2024/04/22 15:05:37:741',57,-0.997223,-0.032561,-0.066986,-0.044226,0.022914,-0.054515,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16163,'2024/04/22 15:05:37:741',57,-0.997223,-0.032561,-0.066986,-0.044226,0.014746,-0.054515,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16164,'2024/04/22 15:05:37:741',57,-0.997223,-0.032561,-0.066986,-0.0492,0.014746,-0.054515,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16165,'2024/04/22 15:05:37:754',57,-0.997223,-0.032561,-0.067259,-0.0492,0.014746,-0.054515,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16166,'2024/04/22 15:05:37:754',57,-0.997223,-0.033299,-0.067259,-0.0492,0.014746,-0.054515,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16167,'2024/04/22 15:05:37:754',57,-0.99718,-0.033299,-0.067259,-0.0492,0.014746,-0.054515,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16168,'2024/04/22 15:05:37:754',57,-0.99718,-0.033299,-0.067259,-0.0492,0.014746,-0.048918,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16169,'2024/04/22 15:05:37:754',57,-0.99718,-0.033299,-0.067259,-0.0492,0.021713,-0.048918,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16170,'2024/04/22 15:05:37:754',57,-0.99718,-0.033299,-0.067259,-0.043607,0.021713,-0.048918,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16171,'2024/04/22 15:05:37:772',57,-0.99718,-0.033299,-0.068028,-0.043607,0.021713,-0.048918,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16172,'2024/04/22 15:05:37:772',57,-0.99718,-0.033846,-0.068028,-0.043607,0.021713,-0.048918,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16173,'2024/04/22 15:05:37:772',57,-0.997109,-0.033846,-0.068028,-0.043607,0.021713,-0.048918,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16174,'2024/04/22 15:05:37:772',57,-0.997109,-0.033846,-0.068028,-0.043607,0.021713,-0.026482,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16175,'2024/04/22 15:05:37:772',57,-0.997109,-0.033846,-0.068028,-0.043607,0.093288,-0.026482,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16176,'2024/04/22 15:05:37:772',57,-0.997109,-0.033846,-0.068028,-0.013545,0.093288,-0.026482,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16177,'2024/04/22 15:05:37:788',57,-0.997109,-0.033846,-0.075009,-0.013545,0.093288,-0.026482,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16178,'2024/04/22 15:05:37:788',57,-0.997109,-0.033405,-0.075009,-0.013545,0.093288,-0.026482,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16179,'2024/04/22 15:05:37:788',57,-0.996623,-0.033405,-0.075009,-0.013545,0.093288,-0.026482,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16180,'2024/04/22 15:05:37:788',57,-0.996623,-0.033405,-0.075009,-0.013545,0.093288,0.075275,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16181,'2024/04/22 15:05:37:788',57,-0.996623,-0.033405,-0.075009,-0.013545,0.480897,0.075275,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16182,'2024/04/22 15:05:37:788',57,-0.996623,-0.033405,-0.075009,0.000982,0.480897,0.075275,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16183,'2024/04/22 15:05:37:814',57,-0.996623,-0.033405,-0.084812,0.000982,0.480897,0.075275,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16184,'2024/04/22 15:05:37:814',57,-0.996623,-0.031333,-0.084812,0.000982,0.480897,0.075275,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16185,'2024/04/22 15:05:37:814',57,-0.995904,-0.031333,-0.084812,0.000982,0.480897,0.075275,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16186,'2024/04/22 15:05:37:814',57,-0.995904,-0.031333,-0.084812,0.000982,0.480897,0.198988,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16187,'2024/04/22 15:05:37:814',57,-0.995904,-0.031333,-0.084812,0.000982,0.811723,0.198988,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16188,'2024/04/22 15:05:37:814',57,-0.995904,-0.031333,-0.084812,-0.075416,0.811723,0.198988,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16189,'2024/04/22 15:05:37:823',57,-0.995904,-0.031333,-0.098369,-0.075416,0.811723,0.198988,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16190,'2024/04/22 15:05:37:823',57,-0.995904,-0.027376,-0.098369,-0.075416,0.811723,0.198988,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16191,'2024/04/22 15:05:37:823',57,-0.994773,-0.027376,-0.098369,-0.075416,0.811723,0.198988,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16192,'2024/04/22 15:05:37:823',57,-0.994773,-0.027376,-0.098369,-0.075416,0.811723,0.291045,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16193,'2024/04/22 15:05:37:823',57,-0.994773,-0.027376,-0.098369,-0.075416,0.945955,0.291045,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16194,'2024/04/22 15:05:37:823',57,-0.994773,-0.027376,-0.098369,-0.186904,0.945955,0.291045,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16195,'2024/04/22 15:05:37:836',57,-0.994773,-0.027376,-0.112445,-0.186904,0.945955,0.291045,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16196,'2024/04/22 15:05:37:836',57,-0.994773,-0.022684,-0.112445,-0.186904,0.945955,0.291045,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
16197,'2024/04/22 15:05:37:836',57,-0.993399,-0.022684,-0.112445,-0.186904,0.945955,0.291045,-29,0,0,0,0,0,0,0,0,-81.109923,-53.790419,5.1
