@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute 'PiggyBank X' numeric
@attribute 'PiggyBank Y' numeric
@attribute 'PiggyBank Z' numeric
@attribute 'Camera Position X' numeric
@attribute 'Camera Position Y' numeric
@attribute 'Camera Position Z' numeric
@attribute 'Camera Rotation X' numeric
@attribute 'Camera Rotation Y' numeric
@attribute 'Camera Rotation Z' numeric
@attribute 'Don\'t Touch X' numeric
@attribute 'Water Volume Rise' numeric
@attribute 'Don\'t Touch Z' numeric

@data
7520,'2024/04/19 15:40:33:121',24,-0.074379,-0.483267,-0.872275,-0.001611,-0.02679,0.004755,?,?,?,?,?,?,?,?,?,?,?,?
7521,'2024/04/19 15:40:33:121',24,-0.074759,-0.483267,-0.872275,-0.001611,-0.02679,0.004755,?,?,?,?,?,?,?,?,?,?,?,?
7522,'2024/04/19 15:40:33:121',24,-0.074759,-0.483267,-0.872275,-0.001611,-0.02679,0.006174,?,?,?,?,?,?,?,?,?,?,?,?
7523,'2024/04/19 15:40:33:121',24,-0.074759,-0.483267,-0.872275,-0.001611,-0.020761,0.006174,?,?,?,?,?,?,?,?,?,?,?,?
7524,'2024/04/19 15:40:33:121',24,-0.074759,-0.483267,-0.872275,0.015222,-0.020761,0.006174,?,?,?,?,?,?,?,?,?,?,?,?
7525,'2024/04/19 15:40:33:142',24,-0.074759,-0.483267,-0.872163,0.015222,-0.020761,0.006174,?,?,?,?,?,?,?,?,?,?,?,?
7526,'2024/04/19 15:40:33:142',24,-0.074759,-0.483455,-0.872163,0.015222,-0.020761,0.006174,?,?,?,?,?,?,?,?,?,?,?,?
7527,'2024/04/19 15:40:33:142',24,-0.074856,-0.483455,-0.872163,0.015222,-0.020761,0.006174,?,?,?,?,?,?,?,?,?,?,?,?
7528,'2024/04/19 15:40:33:142',24,-0.074856,-0.483455,-0.872163,0.015222,-0.020761,-0.00635,?,?,?,?,?,?,?,?,?,?,?,?
7529,'2024/04/19 15:40:33:142',24,-0.074856,-0.483455,-0.872163,0.015222,0.00624,-0.00635,?,?,?,?,?,?,?,?,?,?,?,?
7530,'2024/04/19 15:40:33:142',24,-0.074856,-0.483455,-0.872163,0.014169,0.00624,-0.00635,?,?,?,?,?,?,?,?,?,?,?,?
7531,'2024/04/19 15:40:33:152',24,-0.074856,-0.483455,-0.872125,0.014169,0.00624,-0.00635,?,?,?,?,?,?,?,?,?,?,?,?
7532,'2024/04/19 15:40:33:152',24,-0.074856,-0.483558,-0.872125,0.014169,0.00624,-0.00635,?,?,?,?,?,?,?,?,?,?,?,?
7533,'2024/04/19 15:40:33:152',24,-0.074634,-0.483558,-0.872125,0.014169,0.00624,-0.00635,?,?,?,?,?,?,?,?,?,?,?,?
7534,'2024/04/19 15:40:33:152',24,-0.074634,-0.483558,-0.872125,0.014169,0.00624,-0.004407,?,?,?,?,?,?,?,?,?,?,?,?
7535,'2024/04/19 15:40:33:152',24,-0.074634,-0.483558,-0.872125,0.014169,0.012988,-0.004407,?,?,?,?,?,?,?,?,?,?,?,?
7536,'2024/04/19 15:40:33:152',24,-0.074634,-0.483558,-0.872125,0.006022,0.012988,-0.004407,?,?,?,?,?,?,?,?,?,?,?,?
7537,'2024/04/19 15:40:33:171',24,-0.074634,-0.483558,-0.871938,0.006022,0.012988,-0.004407,?,?,?,?,?,?,?,?,?,?,?,?
7538,'2024/04/19 15:40:33:171',24,-0.074634,-0.483871,-0.871938,0.006022,0.012988,-0.004407,?,?,?,?,?,?,?,?,?,?,?,?
7539,'2024/04/19 15:40:33:171',24,-0.074787,-0.483871,-0.871938,0.006022,0.012988,-0.004407,?,?,?,?,?,?,?,?,?,?,?,?
7540,'2024/04/19 15:40:33:171',24,-0.074787,-0.483871,-0.871938,0.006022,0.012988,0.010333,?,?,?,?,?,?,?,?,?,?,?,?
7541,'2024/04/19 15:40:33:171',24,-0.074787,-0.483871,-0.871938,0.006022,-0.007949,0.010333,?,?,?,?,?,?,?,?,?,?,?,?
7542,'2024/04/19 15:40:33:171',24,-0.074787,-0.483871,-0.871938,0.011753,-0.007949,0.010333,?,?,?,?,?,?,?,?,?,?,?,?
7543,'2024/04/19 15:40:33:186',24,-0.074787,-0.483871,-0.871903,0.011753,-0.007949,0.010333,?,?,?,?,?,?,?,?,?,?,?,?
7544,'2024/04/19 15:40:33:186',24,-0.074787,-0.483915,-0.871903,0.011753,-0.007949,0.010333,?,?,?,?,?,?,?,?,?,?,?,?
7545,'2024/04/19 15:40:33:186',24,-0.074913,-0.483915,-0.871903,0.011753,-0.007949,0.010333,?,?,?,?,?,?,?,?,?,?,?,?
7546,'2024/04/19 15:40:33:186',24,-0.074913,-0.483915,-0.871903,0.011753,-0.007949,0.003825,?,?,?,?,?,?,?,?,?,?,?,?
7547,'2024/04/19 15:40:33:186',24,-0.074913,-0.483915,-0.871903,0.011753,-0.003524,0.003825,?,?,?,?,?,?,?,?,?,?,?,?
7548,'2024/04/19 15:40:33:186',24,-0.074913,-0.483915,-0.871903,-0.00521,-0.003524,0.003825,?,?,?,?,?,?,?,?,?,?,?,?
7549,'2024/04/19 15:40:33:206',24,-0.074913,-0.483915,-0.871938,-0.00521,-0.003524,0.003825,?,?,?,?,?,?,?,?,?,?,?,?
7550,'2024/04/19 15:40:33:206',24,-0.074913,-0.483845,-0.871938,-0.00521,-0.003524,0.003825,?,?,?,?,?,?,?,?,?,?,?,?
7551,'2024/04/19 15:40:33:206',24,-0.074958,-0.483845,-0.871938,-0.00521,-0.003524,0.003825,?,?,?,?,?,?,?,?,?,?,?,?
7552,'2024/04/19 15:40:33:206',24,-0.074958,-0.483845,-0.871938,-0.00521,-0.003524,0.006419,?,?,?,?,?,?,?,?,?,?,?,?
7553,'2024/04/19 15:40:33:206',24,-0.074958,-0.483845,-0.871938,-0.00521,0.000598,0.006419,?,?,?,?,?,?,?,?,?,?,?,?
7554,'2024/04/19 15:40:33:206',24,-0.074958,-0.483845,-0.871938,-0.001669,0.000598,0.006419,?,?,?,?,?,?,?,?,?,?,?,?
7555,'2024/04/19 15:40:33:221',24,-0.074958,-0.483845,-0.871917,-0.001669,0.000598,0.006419,?,?,?,?,?,?,?,?,?,?,?,?
7556,'2024/04/19 15:40:33:221',24,-0.074958,-0.483885,-0.871917,-0.001669,0.000598,0.006419,?,?,?,?,?,?,?,?,?,?,?,?
7557,'2024/04/19 15:40:33:221',24,-0.074936,-0.483885,-0.871917,-0.001669,0.000598,0.006419,?,?,?,?,?,?,?,?,?,?,?,?
7558,'2024/04/19 15:40:33:221',24,-0.074936,-0.483885,-0.871917,-0.001669,0.000598,0.0094,?,?,?,?,?,?,?,?,?,?,?,?
7559,'2024/04/19 15:40:33:221',24,-0.074936,-0.483885,-0.871917,-0.001669,0.011329,0.0094,?,?,?,?,?,?,?,?,?,?,?,?
7560,'2024/04/19 15:40:33:221',24,-0.074936,-0.483885,-0.871917,0.009913,0.011329,0.0094,?,?,?,?,?,?,?,?,?,?,?,?
7561,'2024/04/19 15:40:33:237',24,-0.074936,-0.483885,-0.871879,0.009913,0.011329,0.0094,?,?,?,?,?,?,?,?,?,?,?,?
7562,'2024/04/19 15:40:33:237',24,-0.074936,-0.483972,-0.871879,0.009913,0.011329,0.0094,?,?,?,?,?,?,?,?,?,?,?,?
7563,'2024/04/19 15:40:33:237',24,-0.074824,-0.483972,-0.871879,0.009913,0.011329,0.0094,?,?,?,?,?,?,?,?,?,?,?,?
7564,'2024/04/19 15:40:33:237',24,-0.074824,-0.483972,-0.871879,0.009913,0.011329,0.018929,?,?,?,?,?,?,?,?,?,?,?,?
7565,'2024/04/19 15:40:33:237',24,-0.074824,-0.483972,-0.871879,0.009913,0.018323,0.018929,?,?,?,?,?,?,?,?,?,?,?,?
7566,'2024/04/19 15:40:33:237',24,-0.074824,-0.483972,-0.871879,0.00623,0.018323,0.018929,?,?,?,?,?,?,?,?,?,?,?,?
7567,'2024/04/19 15:40:33:253',24,-0.074824,-0.483972,-0.871819,0.00623,0.018323,0.018929,?,?,?,?,?,?,?,?,?,?,?,?
7568,'2024/04/19 15:40:33:253',24,-0.074824,-0.484077,-0.871819,0.00623,0.018323,0.018929,?,?,?,?,?,?,?,?,?,?,?,?
7569,'2024/04/19 15:40:33:253',24,-0.074838,-0.484077,-0.871819,0.00623,0.018323,0.018929,?,?,?,?,?,?,?,?,?,?,?,?
7570,'2024/04/19 15:40:33:253',24,-0.074838,-0.484077,-0.871819,0.00623,0.018323,0.008095,?,?,?,?,?,?,?,?,?,?,?,?
7571,'2024/04/19 15:40:33:253',24,-0.074838,-0.484077,-0.871819,0.00623,-0.005926,0.008095,?,?,?,?,?,?,?,?,?,?,?,?
7572,'2024/04/19 15:40:33:253',24,-0.074838,-0.484077,-0.871819,0.011439,-0.005926,0.008095,?,?,?,?,?,?,?,?,?,?,?,?
7573,'2024/04/19 15:40:33:270',24,-0.074838,-0.484077,-0.87173,0.011439,-0.005926,0.008095,?,?,?,?,?,?,?,?,?,?,?,?
7574,'2024/04/19 15:40:33:270',24,-0.074838,-0.484203,-0.87173,0.011439,-0.005926,0.008095,?,?,?,?,?,?,?,?,?,?,?,?
7575,'2024/04/19 15:40:33:270',24,-0.075062,-0.484203,-0.87173,0.011439,-0.005926,0.008095,?,?,?,?,?,?,?,?,?,?,?,?
7576,'2024/04/19 15:40:33:270',24,-0.075062,-0.484203,-0.87173,0.011439,-0.005926,-0.009139,?,?,?,?,?,?,?,?,?,?,?,?
7577,'2024/04/19 15:40:33:270',24,-0.075062,-0.484203,-0.87173,0.011439,-0.029537,-0.009139,?,?,?,?,?,?,?,?,?,?,?,?
7578,'2024/04/19 15:40:33:270',24,-0.075062,-0.484203,-0.87173,0.005353,-0.029537,-0.009139,?,?,?,?,?,?,?,?,?,?,?,?
7579,'2024/04/19 15:40:33:286',24,-0.075062,-0.484203,-0.871668,0.005353,-0.029537,-0.009139,?,?,?,?,?,?,?,?,?,?,?,?
7580,'2024/04/19 15:40:33:286',24,-0.075062,-0.484253,-0.871668,0.005353,-0.029537,-0.009139,?,?,?,?,?,?,?,?,?,?,?,?
7581,'2024/04/19 15:40:33:286',24,-0.075461,-0.484253,-0.871668,0.005353,-0.029537,-0.009139,?,?,?,?,?,?,?,?,?,?,?,?
7582,'2024/04/19 15:40:33:286',24,-0.075461,-0.484253,-0.871668,0.005353,-0.029537,-0.0122,?,?,?,?,?,?,?,?,?,?,?,?
7583,'2024/04/19 15:40:33:286',24,-0.075461,-0.484253,-0.871668,0.005353,-0.038023,-0.0122,?,?,?,?,?,?,?,?,?,?,?,?
7584,'2024/04/19 15:40:33:286',24,-0.075461,-0.484253,-0.871668,0.002107,-0.038023,-0.0122,?,?,?,?,?,?,?,?,?,?,?,?
7585,'2024/04/19 15:40:33:305',24,-0.075461,-0.484253,-0.871571,0.002107,-0.038023,-0.0122,?,?,?,?,?,?,?,?,?,?,?,?
7586,'2024/04/19 15:40:33:305',24,-0.075461,-0.48438,-0.871571,0.002107,-0.038023,-0.0122,?,?,?,?,?,?,?,?,?,?,?,?
7587,'2024/04/19 15:40:33:305',24,-0.075764,-0.48438,-0.871571,0.002107,-0.038023,-0.0122,?,?,?,?,?,?,?,?,?,?,?,?
7588,'2024/04/19 15:40:33:305',24,-0.075764,-0.48438,-0.871571,0.002107,-0.038023,-0.010895,?,?,?,?,?,?,?,?,?,?,?,?
7589,'2024/04/19 15:40:33:305',24,-0.075764,-0.48438,-0.871571,0.002107,-0.019776,-0.010895,?,?,?,?,?,?,?,?,?,?,?,?
7590,'2024/04/19 15:40:33:305',24,-0.075764,-0.48438,-0.871571,0.015743,-0.019776,-0.010895,?,?,?,?,?,?,?,?,?,?,?,?
7591,'2024/04/19 15:40:33:319',24,-0.075764,-0.48438,-0.871429,0.015743,-0.019776,-0.010895,?,?,?,?,?,?,?,?,?,?,?,?
7592,'2024/04/19 15:40:33:319',24,-0.075764,-0.484631,-0.871429,0.015743,-0.019776,-0.010895,?,?,?,?,?,?,?,?,?,?,?,?
7593,'2024/04/19 15:40:33:319',24,-0.075796,-0.484631,-0.871429,0.015743,-0.019776,-0.010895,?,?,?,?,?,?,?,?,?,?,?,?
7594,'2024/04/19 15:40:33:319',24,-0.075796,-0.484631,-0.871429,0.015743,-0.019776,-0.00465,?,?,?,?,?,?,?,?,?,?,?,?
7595,'2024/04/19 15:40:33:319',24,-0.075796,-0.484631,-0.871429,0.015743,0.004711,-0.00465,?,?,?,?,?,?,?,?,?,?,?,?
7596,'2024/04/19 15:40:33:319',24,-0.075796,-0.484631,-0.871429,0.023268,0.004711,-0.00465,?,?,?,?,?,?,?,?,?,?,?,?
7597,'2024/04/19 15:40:33:338',24,-0.075796,-0.484631,-0.871141,0.023268,0.004711,-0.00465,?,?,?,?,?,?,?,?,?,?,?,?
7598,'2024/04/19 15:40:33:338',24,-0.075796,-0.485228,-0.871141,0.023268,0.004711,-0.00465,?,?,?,?,?,?,?,?,?,?,?,?
7599,'2024/04/19 15:40:33:338',24,-0.075277,-0.485228,-0.871141,0.023268,0.004711,-0.00465,?,?,?,?,?,?,?,?,?,?,?,?
7600,'2024/04/19 15:40:33:338',24,-0.075277,-0.485228,-0.871141,0.023268,0.004711,-0.000768,?,?,?,?,?,?,?,?,?,?,?,?
7601,'2024/04/19 15:40:33:338',24,-0.075277,-0.485228,-0.871141,0.023268,0.021417,-0.000768,?,?,?,?,?,?,?,?,?,?,?,?
7602,'2024/04/19 15:40:33:338',24,-0.075277,-0.485228,-0.871141,0.021332,0.021417,-0.000768,?,?,?,?,?,?,?,?,?,?,?,?
7603,'2024/04/19 15:40:33:353',24,-0.075277,-0.485228,-0.871057,0.021332,0.021417,-0.000768,?,?,?,?,?,?,?,?,?,?,?,?
7604,'2024/04/19 15:40:33:353',24,-0.075277,-0.48541,-0.871057,0.021332,0.021417,-0.000768,?,?,?,?,?,?,?,?,?,?,?,?
7605,'2024/04/19 15:40:33:353',24,-0.075076,-0.48541,-0.871057,0.021332,0.021417,-0.000768,?,?,?,?,?,?,?,?,?,?,?,?
7606,'2024/04/19 15:40:33:353',24,-0.075076,-0.48541,-0.871057,0.021332,0.021417,0.001845,?,?,?,?,?,?,?,?,?,?,?,?
7607,'2024/04/19 15:40:33:353',24,-0.075076,-0.48541,-0.871057,0.021332,0.011285,0.001845,?,?,?,?,?,?,?,?,?,?,?,?
7608,'2024/04/19 15:40:33:353',24,-0.075076,-0.48541,-0.871057,0.009326,0.011285,0.001845,?,?,?,?,?,?,?,?,?,?,?,?
7609,'2024/04/19 15:40:33:373',24,-0.075076,-0.48541,-0.871056,0.009326,0.011285,0.001845,?,?,?,?,?,?,?,?,?,?,?,?
7610,'2024/04/19 15:40:33:373',24,-0.075076,-0.485433,-0.871056,0.009326,0.011285,0.001845,?,?,?,?,?,?,?,?,?,?,?,?
7611,'2024/04/19 15:40:33:373',24,-0.074936,-0.485433,-0.871056,0.009326,0.011285,0.001845,?,?,?,?,?,?,?,?,?,?,?,?
7612,'2024/04/19 15:40:33:373',24,-0.074936,-0.485433,-0.871056,0.009326,0.011285,0.000319,?,?,?,?,?,?,?,?,?,?,?,?
7613,'2024/04/19 15:40:33:373',24,-0.074936,-0.485433,-0.871056,0.009326,0.013085,0.000319,?,?,?,?,?,?,?,?,?,?,?,?
7614,'2024/04/19 15:40:33:373',24,-0.074936,-0.485433,-0.871056,-0.00398,0.013085,0.000319,?,?,?,?,?,?,?,?,?,?,?,?
7615,'2024/04/19 15:40:33:403',24,-0.074936,-0.485433,-0.871143,-0.00398,0.013085,0.000319,?,?,?,?,?,?,?,?,?,?,?,?
7616,'2024/04/19 15:40:33:403',24,-0.074936,-0.485303,-0.871143,-0.00398,0.013085,0.000319,?,?,?,?,?,?,?,?,?,?,?,?
7617,'2024/04/19 15:40:33:403',24,-0.07477,-0.485303,-0.871143,-0.00398,0.013085,0.000319,?,?,?,?,?,?,?,?,?,?,?,?
7618,'2024/04/19 15:40:33:403',24,-0.07477,-0.485303,-0.871143,-0.00398,0.013085,0.007462,?,?,?,?,?,?,?,?,?,?,?,?
7619,'2024/04/19 15:40:33:403',24,-0.07477,-0.485303,-0.871143,-0.00398,0.017706,0.007462,?,?,?,?,?,?,?,?,?,?,?,?
7620,'2024/04/19 15:40:33:403',24,-0.07477,-0.485303,-0.871143,-0.010987,0.017706,0.007462,?,?,?,?,?,?,?,?,?,?,?,?
7621,'2024/04/19 15:40:33:404',24,-0.07477,-0.485303,-0.871228,-0.010987,0.017706,0.007462,?,?,?,?,?,?,?,?,?,?,?,?
7622,'2024/04/19 15:40:33:404',24,-0.07477,-0.485167,-0.871228,-0.010987,0.017706,0.007462,?,?,?,?,?,?,?,?,?,?,?,?
7623,'2024/04/19 15:40:33:404',24,-0.074669,-0.485167,-0.871228,-0.010987,0.017706,0.007462,?,?,?,?,?,?,?,?,?,?,?,?
7624,'2024/04/19 15:40:33:404',24,-0.074669,-0.485167,-0.871228,-0.010987,0.017706,0.00628,?,?,?,?,?,?,?,?,?,?,?,?
7625,'2024/04/19 15:40:33:404',24,-0.074669,-0.485167,-0.871228,-0.010987,0.011002,0.00628,?,?,?,?,?,?,?,?,?,?,?,?
7626,'2024/04/19 15:40:33:404',24,-0.074669,-0.485167,-0.871228,-0.009917,0.011002,0.00628,?,?,?,?,?,?,?,?,?,?,?,?
7627,'2024/04/19 15:40:33:419',24,-0.074669,-0.485167,-0.871326,-0.009917,0.011002,0.00628,?,?,?,?,?,?,?,?,?,?,?,?
7628,'2024/04/19 15:40:33:419',24,-0.074669,-0.485,-0.871326,-0.009917,0.011002,0.00628,?,?,?,?,?,?,?,?,?,?,?,?
7629,'2024/04/19 15:40:33:419',24,-0.074608,-0.485,-0.871326,-0.009917,0.011002,0.00628,?,?,?,?,?,?,?,?,?,?,?,?
7630,'2024/04/19 15:40:33:419',24,-0.074608,-0.485,-0.871326,-0.009917,0.011002,0.000048,?,?,?,?,?,?,?,?,?,?,?,?
7631,'2024/04/19 15:40:33:419',24,-0.074608,-0.485,-0.871326,-0.009917,0.000845,0.000048,?,?,?,?,?,?,?,?,?,?,?,?
7632,'2024/04/19 15:40:33:419',24,-0.074608,-0.485,-0.871326,-0.018042,0.000845,0.000048,?,?,?,?,?,?,?,?,?,?,?,?
7633,'2024/04/19 15:40:33:436',24,-0.074608,-0.485,-0.871521,-0.018042,0.000845,0.000048,?,?,?,?,?,?,?,?,?,?,?,?
7634,'2024/04/19 15:40:33:436',24,-0.074608,-0.484627,-0.871521,-0.018042,0.000845,0.000048,?,?,?,?,?,?,?,?,?,?,?,?
7635,'2024/04/19 15:40:33:436',24,-0.074752,-0.484627,-0.871521,-0.018042,0.000845,0.000048,?,?,?,?,?,?,?,?,?,?,?,?
7636,'2024/04/19 15:40:33:436',24,-0.074752,-0.484627,-0.871521,-0.018042,0.000845,0.009662,?,?,?,?,?,?,?,?,?,?,?,?
7637,'2024/04/19 15:40:33:436',24,-0.074752,-0.484627,-0.871521,-0.018042,-0.014789,0.009662,?,?,?,?,?,?,?,?,?,?,?,?
7638,'2024/04/19 15:40:33:436',24,-0.074752,-0.484627,-0.871521,-0.03388,-0.014789,0.009662,?,?,?,?,?,?,?,?,?,?,?,?
7639,'2024/04/19 15:40:33:454',24,-0.074752,-0.484627,-0.871706,-0.03388,-0.014789,0.009662,?,?,?,?,?,?,?,?,?,?,?,?
7640,'2024/04/19 15:40:33:454',24,-0.074752,-0.48425,-0.871706,-0.03388,-0.014789,0.009662,?,?,?,?,?,?,?,?,?,?,?,?
7641,'2024/04/19 15:40:33:454',24,-0.075038,-0.48425,-0.871706,-0.03388,-0.014789,0.009662,?,?,?,?,?,?,?,?,?,?,?,?
7642,'2024/04/19 15:40:33:454',24,-0.075038,-0.48425,-0.871706,-0.03388,-0.014789,0.010066,?,?,?,?,?,?,?,?,?,?,?,?
7643,'2024/04/19 15:40:33:454',24,-0.075038,-0.48425,-0.871706,-0.03388,-0.012559,0.010066,?,?,?,?,?,?,?,?,?,?,?,?
7644,'2024/04/19 15:40:33:454',24,-0.075038,-0.48425,-0.871706,-0.02132,-0.012559,0.010066,?,?,?,?,?,?,?,?,?,?,?,?
7645,'2024/04/19 15:40:33:470',24,-0.075038,-0.48425,-0.871795,-0.02132,-0.012559,0.010066,?,?,?,?,?,?,?,?,?,?,?,?
7646,'2024/04/19 15:40:33:470',24,-0.075038,-0.484064,-0.871795,-0.02132,-0.012559,0.010066,?,?,?,?,?,?,?,?,?,?,?,?
7647,'2024/04/19 15:40:33:470',24,-0.075208,-0.484064,-0.871795,-0.02132,-0.012559,0.010066,?,?,?,?,?,?,?,?,?,?,?,?
7648,'2024/04/19 15:40:33:470',24,-0.075208,-0.484064,-0.871795,-0.02132,-0.012559,0.0145,?,?,?,?,?,?,?,?,?,?,?,?
7649,'2024/04/19 15:40:33:470',24,-0.075208,-0.484064,-0.871795,-0.02132,-0.003284,0.0145,?,?,?,?,?,?,?,?,?,?,?,?
7650,'2024/04/19 15:40:33:470',24,-0.075208,-0.484064,-0.871795,-0.003201,-0.003284,0.0145,?,?,?,?,?,?,?,?,?,?,?,?
7651,'2024/04/19 15:40:33:505',24,-0.075208,-0.484064,-0.871708,-0.003201,-0.003284,0.0145,?,?,?,?,?,?,?,?,?,?,?,?
7652,'2024/04/19 15:40:33:505',24,-0.075208,-0.484201,-0.871708,-0.003201,-0.003284,0.0145,?,?,?,?,?,?,?,?,?,?,?,?
7653,'2024/04/19 15:40:33:505',24,-0.075328,-0.484201,-0.871708,-0.003201,-0.003284,0.0145,?,?,?,?,?,?,?,?,?,?,?,?
7654,'2024/04/19 15:40:33:505',24,-0.075328,-0.484201,-0.871708,-0.003201,-0.003284,0.014002,?,?,?,?,?,?,?,?,?,?,?,?
7655,'2024/04/19 15:40:33:505',24,-0.075328,-0.484201,-0.871708,-0.003201,-0.000138,0.014002,?,?,?,?,?,?,?,?,?,?,?,?
7656,'2024/04/19 15:40:33:505',24,-0.075328,-0.484201,-0.871708,0.02402,-0.000138,0.014002,?,?,?,?,?,?,?,?,?,?,?,?
7657,'2024/04/19 15:40:33:505',24,-0.075328,-0.484201,-0.871384,0.02402,-0.000138,0.014002,?,?,?,?,?,?,?,?,?,?,?,?
7658,'2024/04/19 15:40:33:505',24,-0.075328,-0.484777,-0.871384,0.02402,-0.000138,0.014002,?,?,?,?,?,?,?,?,?,?,?,?
7659,'2024/04/19 15:40:33:506',24,-0.075373,-0.484777,-0.871384,0.02402,-0.000138,0.014002,?,?,?,?,?,?,?,?,?,?,?,?
7660,'2024/04/19 15:40:33:506',24,-0.075373,-0.484777,-0.871384,0.02402,-0.000138,-0.004676,?,?,?,?,?,?,?,?,?,?,?,?
7661,'2024/04/19 15:40:33:506',24,-0.075373,-0.484777,-0.871384,0.02402,-0.013842,-0.004676,?,?,?,?,?,?,?,?,?,?,?,?
7662,'2024/04/19 15:40:33:506',24,-0.075373,-0.484777,-0.871384,0.005487,-0.013842,-0.004676,?,?,?,?,?,?,?,?,?,?,?,?
7663,'2024/04/19 15:40:33:520',24,-0.075373,-0.484777,-0.871387,0.005487,-0.013842,-0.004676,?,?,?,?,?,?,?,?,?,?,?,?
7664,'2024/04/19 15:40:33:521',24,-0.075373,-0.484752,-0.871387,0.005487,-0.013842,-0.004676,?,?,?,?,?,?,?,?,?,?,?,?
7665,'2024/04/19 15:40:33:521',24,-0.075496,-0.484752,-0.871387,0.005487,-0.013842,-0.004676,?,?,?,?,?,?,?,?,?,?,?,?
7666,'2024/04/19 15:40:33:521',24,-0.075496,-0.484752,-0.871387,0.005487,-0.013842,-0.014498,?,?,?,?,?,?,?,?,?,?,?,?
7667,'2024/04/19 15:40:33:521',24,-0.075496,-0.484752,-0.871387,0.005487,-0.014726,-0.014498,?,?,?,?,?,?,?,?,?,?,?,?
7668,'2024/04/19 15:40:33:521',24,-0.075496,-0.484752,-0.871387,-0.006282,-0.014726,-0.014498,?,?,?,?,?,?,?,?,?,?,?,?
7669,'2024/04/19 15:40:33:539',24,-0.075496,-0.484752,-0.87143,-0.006282,-0.014726,-0.014498,?,?,?,?,?,?,?,?,?,?,?,?
7670,'2024/04/19 15:40:33:539',24,-0.075496,-0.484671,-0.87143,-0.006282,-0.014726,-0.014498,?,?,?,?,?,?,?,?,?,?,?,?
7671,'2024/04/19 15:40:33:539',24,-0.075524,-0.484671,-0.87143,-0.006282,-0.014726,-0.014498,?,?,?,?,?,?,?,?,?,?,?,?
7672,'2024/04/19 15:40:33:539',24,-0.075524,-0.484671,-0.87143,-0.006282,-0.014726,-0.007429,?,?,?,?,?,?,?,?,?,?,?,?
7673,'2024/04/19 15:40:33:539',24,-0.075524,-0.484671,-0.87143,-0.006282,-0.001987,-0.007429,?,?,?,?,?,?,?,?,?,?,?,?
7674,'2024/04/19 15:40:33:539',24,-0.075524,-0.484671,-0.87143,-0.003383,-0.001987,-0.007429,?,?,?,?,?,?,?,?,?,?,?,?
7675,'2024/04/19 15:40:33:552',24,-0.075524,-0.484671,-0.871454,-0.003383,-0.001987,-0.007429,?,?,?,?,?,?,?,?,?,?,?,?
7676,'2024/04/19 15:40:33:552',24,-0.075524,-0.48465,-0.871454,-0.003383,-0.001987,-0.007429,?,?,?,?,?,?,?,?,?,?,?,?
7677,'2024/04/19 15:40:33:552',24,-0.075373,-0.48465,-0.871454,-0.003383,-0.001987,-0.007429,?,?,?,?,?,?,?,?,?,?,?,?
7678,'2024/04/19 15:40:33:552',24,-0.075373,-0.48465,-0.871454,-0.003383,-0.001987,-0.00567,?,?,?,?,?,?,?,?,?,?,?,?
7679,'2024/04/19 15:40:33:552',24,-0.075373,-0.48465,-0.871454,-0.003383,0.01583,-0.00567,?,?,?,?,?,?,?,?,?,?,?,?
7680,'2024/04/19 15:40:33:552',24,-0.075373,-0.48465,-0.871454,0.001957,0.01583,-0.00567,?,?,?,?,?,?,?,?,?,?,?,?
7681,'2024/04/19 15:40:33:569',24,-0.075373,-0.48465,-0.871454,0.001957,0.01583,-0.00567,?,?,?,?,?,?,?,?,?,?,?,?
7682,'2024/04/19 15:40:33:569',24,-0.075373,-0.484664,-0.871454,0.001957,0.01583,-0.00567,?,?,?,?,?,?,?,?,?,?,?,?
7683,'2024/04/19 15:40:33:569',24,-0.075286,-0.484664,-0.871454,0.001957,0.01583,-0.00567,?,?,?,?,?,?,?,?,?,?,?,?
7684,'2024/04/19 15:40:33:569',24,-0.075286,-0.484664,-0.871454,0.001957,0.01583,-0.001569,?,?,?,?,?,?,?,?,?,?,?,?
7685,'2024/04/19 15:40:33:570',24,-0.075286,-0.484664,-0.871454,0.001957,-0.002222,-0.001569,?,?,?,?,?,?,?,?,?,?,?,?
7686,'2024/04/19 15:40:33:570',24,-0.075286,-0.484664,-0.871454,0.001766,-0.002222,-0.001569,?,?,?,?,?,?,?,?,?,?,?,?
7687,'2024/04/19 15:40:33:587',24,-0.075286,-0.484664,-0.871515,0.001766,-0.002222,-0.001569,?,?,?,?,?,?,?,?,?,?,?,?
7688,'2024/04/19 15:40:33:587',24,-0.075286,-0.484534,-0.871515,0.001766,-0.002222,-0.001569,?,?,?,?,?,?,?,?,?,?,?,?
7689,'2024/04/19 15:40:33:587',24,-0.07542,-0.484534,-0.871515,0.001766,-0.002222,-0.001569,?,?,?,?,?,?,?,?,?,?,?,?
7690,'2024/04/19 15:40:33:587',24,-0.07542,-0.484534,-0.871515,0.001766,-0.002222,-0.009835,?,?,?,?,?,?,?,?,?,?,?,?
